tic_id,GAIA_Source,VSX_OID,VSX_Period,VSX_Type,GAIA_epsi,GAIA_sepsi,GAIA_RUWE,GAIA_RV,GAIA_e_RV,VSX_angDist,VSX_Match_Score,GAIA_angDist,GAIA_Match_Score,GAIA_RAJ2000,GAIA_DEJ2000,TIC_Tmag,GAIA_Gmag,num_sectors,best_subject_id,NSSmodel,NSS_Per,NSS_Vcm,NSS_Flags
428257299,443682697341082624,174597,0.6390052,EW,0.028,1.1694,0.874,3.18,6.93,0.009937,1.0,0.294593,4.0,55.04587158417,51.91190765519,11.5963,12.220865,2,40143917,,,,
428249301,443694074716781824,1546396,2.70387,EA,2.246,6429.3,16.803,-19.38,0.18,0.214795,1.0,0.044327,1.0,54.87390457471,51.95314156907,8.2208,9.111629,2,40142048,,,,
428444188,444098488834110464,4655,0.97326105,EB,0.1,12.383,1.081,7.12,14.77,0.036434,1.0,0.009758,2.0,55.45761523747,53.29368645648,9.18786,9.528693,1,40155484,,,,
428942240,444210776459268736,4658,1.052042,EW,0.334,80.961,1.841,,,0.024518,1.0,0.026831,4.0,58.20409197924,53.48367203505,7.9607,8.240855,1,40154075,,,,
317681251,445419002298815104,2213353,3.872069,EA,0.231,92.494,1.467,-13.37,6.58,0.154174,1.0,0.015699,2.0,56.50864001036,55.44981314676,10.8715,11.230215,1,40147767,,,,
117175528,445958725070708864,25754,2.25422,E/DM,0.217,88.494,1.952,,,0.021451,1.0,0.083854,4.0,47.92629648203,52.21174511211,10.4615,10.956059,1,39488956,SB2,0.5729184539368847,-33.14212363114458,25165824.0
117175455,445959171747263744,895115,0.379111,EB:,0.096,11.588,1.205,45.84,21.28,0.027748,1.0,1.427649,4.0,47.99585536799,52.24208344014,11.9851,12.990332,1,39481673,,,,
149736571,4466463866957666816,102638,0.2361678,EW,0.069,10.001,1.089,-75.76,39.55,0.060996,1.0,0.885767,4.0,245.90498352429,15.95563286199,11.8107,12.46848,1,48219469,,,,
316250867,446675950249132544,232073,0.685085,EW,0.087,11.154,1.017,-86.13,11.52,0.014047,1.0,0.130594,4.0,51.81585762099,54.65446715283,11.3211,11.872183,2,40136036,,,,
116553919,447071293401293056,26203,5329.1,EA/GS,5.141,53089.0,10.845,,,0.020924,1.0,0.061775,2.0,46.19925046368,53.50646183499,2.1659,2.651,1,39485612,,,,
166276444,4497690340789973504,634803,0.3449574,EW,0.047,1.7527,1.1,-44.05,5.14,0.325014,1.0,0.342031,4.0,273.53506665063,13.95658164441,13.4973,14.089912,1,48935299,,,,
286968775,4499779928275362816,21399,1.9173304,EA/SD,0.145,36.456,1.083,-57.79,10.52,0.043764,1.0,0.379266,4.0,268.76496649913,14.17757087684,10.7926,11.258251,1,48943702,,,,
44022981,4500490693823699840,1546186,1.381247,EA,0.057,4.8428,0.965,-36.63,9.61,0.038041,1.0,0.071516,4.0,266.200831447,14.76559957799,12.1488,12.523976,1,48939632,,,,
5205367,4501439984674494080,14820,3.9928077,EA/AR/RS,0.136,16.384,1.045,,,0.007609,1.0,1.27302,4.0,269.52907904618,15.13941908875,6.6776,7.127213,1,48938415,SB2,3.9929542853750255,-45.89212658515138,8388608.0
249943198,450600038527653888,376,0.798672,EB,0.168,16.833,1.075,,,0.027303,1.0,0.80504,4.0,38.79846406343,49.86033621889,7.47507,7.693472,1,39481555,,,,
49967912,4508519740057377152,633661,0.3583432,EW|EA,0.0,0.0,1.004,,,0.792466,1.0,0.930515,4.0,277.82768019545,13.71114816374,13.7164,14.496964,1,48932435,,,,
353650675,4515222225512143616,114802,1.24617,EA,1.06,1624.2,8.688,-12.58,13.58,0.087678,1.0,0.54584,2.0,288.94800674832,18.21171163532,10.1357,10.662014,1,36972866,,,,
256258168,4523551369670749568,14887,8.800793,EA/AR/RS,0.07,8.4207,0.944,,,0.042424,1.0,0.319222,4.0,276.411342143,18.29450224897,8.73365,9.321246,1,48933769,SB2,8.80060543607077,-45.64607480337029,8388608.0
410620593,452383343310290688,2212926,1.917514,EA,0.03,1.2163,0.892,-19.58,14.59,0.016017,1.0,0.177052,4.0,37.12711913675,52.65488477756,11.6851,12.145496,1,39473776,,,,
